Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,ConsoleSerie
Dave Mirra Freestyle BMX 2,GC,2001,Sports,Acclaim Entertainment,0.21,0.06,0.0,0.01,0.28,78.0,15.0,7.7,10.0,"Z-Axis, Ltd.",T,Nintendo
Avatar: The Last Airbender,Wii,2006,Adventure,THQ,0.23,0.02,0.0,0.02,0.28,56.0,15.0,5.8,8.0,AWE Games,E10+,Nintendo
Castlevania: Aria of Sorrow,GBA,2003,Platform,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.28,91.0,29.0,9.1,127.0,KCET,T,Nintendo
Shin Megami Tensei: Strange Journey,DS,2009,Role-Playing,Atlus,0.13,0.0,0.14,0.01,0.28,80.0,26.0,8.7,69.0,Atlus,M,Nintendo
Ice Age: Dawn of the Dinosaurs,Wii,2009,Action,Activision,0.11,0.14,0.0,0.03,0.27,75.0,12.0,8.3,6.0,Activision,E10+,Nintendo
Dragon Ball Z: Budokai 2,GC,2004,Fighting,Atari,0.21,0.06,0.0,0.01,0.27,66.0,9.0,5.8,12.0,Pyramid,T,Nintendo
Over the Hedge,DS,2006,Platform,Activision,0.24,0.01,0.0,0.02,0.27,71.0,17.0,6.4,9.0,Vicarious Visions,E,Nintendo
Need for Speed: The Run,Wii,2011,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,64.0,6.0,3.6,21.0,Firebrand Games,E10+,Nintendo
WWII Aces,Wii,2008,Simulation,Destineer,0.25,0.0,0.0,0.02,0.27,41.0,7.0,5.4,18.0,Arcade Moon,T,Nintendo
Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003,Role-Playing,Nintendo,0.21,0.05,0.0,0.01,0.27,80.0,48.0,9.0,59.0,Monolith Soft,T,Nintendo
Pac-Pix,DS,2005,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27,71.0,41.0,7.1,7.0,Namco,E,Nintendo
Sing Party,WiiU,2012,Misc,Nintendo,0.13,0.12,0.0,0.02,0.27,60.0,21.0,5.4,18.0,FreeStyleGames,E10+,Nintendo
Ty the Tasmanian Tiger,GC,2002,Platform,Electronic Arts,0.21,0.05,0.0,0.01,0.27,69.0,12.0,8.7,15.0,Krome Studios,E,Nintendo
WWE Road to WrestleMania X8,GBA,2002,Fighting,THQ,0.19,0.07,0.0,0.0,0.27,73.0,10.0,7.5,6.0,Natsume,E,Nintendo
Transformers: Cybertron Adventures,Wii,2010,Action,Activision,0.14,0.1,0.0,0.02,0.27,41.0,15.0,6.5,8.0,Next Level Games,T,Nintendo
NHL 2K11,Wii,2010,Sports,Take-Two Interactive,0.23,0.02,0.0,0.02,0.27,62.0,12.0,5.8,4.0,Visual Concepts,E10+,Nintendo
Batman: Arkham Origins Blackgate,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0.0,0.02,0.27,68.0,7.0,6.8,38.0,Armature Studio,T,Nintendo
NBA Live 2004,GC,2003,Sports,Electronic Arts,0.21,0.05,0.0,0.01,0.27,84.0,17.0,9.0,4.0,EA Sports,E,Nintendo
The Sims 2: Pets,GC,2006,Simulation,Electronic Arts,0.21,0.05,0.0,0.01,0.27,66.0,15.0,7.3,8.0,Maxis,T,Nintendo
Ultimate NES Remix,3DS,2014,Action,Unknown,0.15,0.09,0.0,0.02,0.27,69.0,16.0,7.6,32.0,Indies Zero,E,Nintendo
My Japanese Coach,DS,2008,Misc,Ubisoft,0.24,0.0,0.0,0.02,0.27,59.0,4.0,6.7,6.0,"Ubisoft, Sensory Sweep",E,Nintendo
Need for Speed: Most Wanted,DS,2005,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27,45.0,4.0,6.1,22.0,EA Canada,E,Nintendo
Fish Tycoon,DS,2007,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,46.0,9.0,7.0,6.0,"LDW, Big Fish Games",E,Nintendo
America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,Nintendo,0.25,0.0,0.0,0.02,0.26,87.0,4.0,5.6,9.0,Indies Zero,E,Nintendo
Suikoden Tierkreis,DS,2008,Role-Playing,Konami Digital Entertainment,0.09,0.01,0.15,0.01,0.26,76.0,24.0,7.4,37.0,Konami,E10+,Nintendo
Shin Megami Tensei: Devil Survivor,DS,2009,Role-Playing,Atlus,0.13,0.0,0.12,0.01,0.26,84.0,28.0,8.8,79.0,Atlus,T,Nintendo
Etrian Odyssey II: Heroes of Lagaard,DS,2008,Role-Playing,Atlus,0.09,0.0,0.16,0.01,0.26,82.0,17.0,8.9,24.0,Atlus,E10+,Nintendo
Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26,80.0,41.0,8.2,89.0,Atlus,T,Nintendo
Final Fantasy V Advance,GBA,2006,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.26,83.0,25.0,7.2,75.0,TOSE,E,Nintendo
Star Wars: Bounty Hunter,GC,2002,Shooter,LucasArts,0.2,0.05,0.0,0.01,0.26,67.0,20.0,7.6,16.0,LucasArts,T,Nintendo
Major League Baseball 2K9,Wii,2009,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,61.0,5.0,4.5,10.0,2K Sports,E,Nintendo
Batman: Vengeance,GC,2001,Adventure,Ubisoft,0.2,0.05,0.0,0.01,0.26,70.0,17.0,5.8,16.0,Ubisoft Montreal,T,Nintendo
Crash Nitro Kart,GC,2003,Racing,Vivendi Games,0.2,0.05,0.0,0.01,0.26,66.0,10.0,7.4,8.0,Vicarious Visions,E,Nintendo
ExciteBots: Trick Racing,Wii,2009,Racing,Nintendo,0.24,0.0,0.0,0.02,0.26,77.0,29.0,8.6,26.0,Monster Games Inc.,E,Nintendo
Resident Evil: Deadly Silence,DS,2006,Action,Capcom,0.11,0.02,0.11,0.01,0.26,71.0,41.0,8.4,36.0,Capcom,M,Nintendo
Rayman DS,DS,2005,Platform,Ubisoft,0.21,0.03,0.0,0.02,0.26,58.0,20.0,7.6,19.0,DC Studios,E,Nintendo
Nancy Drew: The Mystery of the Clue Bender Society,DS,2008,Adventure,Codemasters,0.24,0.0,0.0,0.02,0.26,46.0,5.0,3.6,5.0,Gorilla Systems,E10+,Nintendo
Castlevania: Harmony of Dissonance,GBA,2002,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0.0,0.26,87.0,27.0,8.2,39.0,KCET,T,Nintendo
Pirates of the Caribbean: Dead Man's Chest,DS,2006,Adventure,Disney Interactive Studios,0.23,0.01,0.0,0.02,0.26,63.0,11.0,8.6,7.0,Amaze Entertainment,T,Nintendo
Madden NFL 2005,DS,2004,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.26,68.0,25.0,7.7,7.0,Exient Entertainment,E,Nintendo
MVP Baseball 2004,GC,2004,Sports,Electronic Arts,0.2,0.05,0.0,0.01,0.26,89.0,25.0,8.5,11.0,EA Sports,E,Nintendo
Polarium,DS,2004,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.26,73.0,34.0,8.4,17.0,Mitchell,E,Nintendo
Super Street Fighter II: Turbo Revival,GBA,2001,Fighting,Ubisoft,0.18,0.07,0.0,0.0,0.25,84.0,17.0,7.4,10.0,Capcom,T,Nintendo
Metroid Prime Pinball,DS,2005,Misc,Nintendo,0.21,0.0,0.02,0.02,0.25,79.0,51.0,7.9,32.0,Fuse Games Limited,E,Nintendo
Bomberman Generation,GC,2002,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.25,81.0,19.0,8.5,15.0,Hudson,E,Nintendo
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009,Role-Playing,Square Enix,0.13,0.06,0.05,0.02,0.25,64.0,29.0,5.6,11.0,Square Enix,E10+,Nintendo
The Legend of Legacy,3DS,2015,Role-Playing,FuRyu,0.12,0.01,0.1,0.02,0.25,67.0,31.0,7.1,54.0,FuRyu,E10+,Nintendo
Medal of Honor European Assault,GC,2005,Shooter,Electronic Arts,0.19,0.05,0.0,0.01,0.25,71.0,22.0,7.9,14.0,EA LA,T,Nintendo
Billy Hatcher and the Giant Egg,GC,2003,Platform,Sega,0.19,0.05,0.0,0.01,0.25,71.0,37.0,8.7,31.0,Sonic Team,E,Nintendo
Michael Jackson: The Experience,DS,2010,Misc,Ubisoft,0.21,0.02,0.0,0.02,0.25,64.0,5.0,6.6,5.0,Ubisoft,E10+,Nintendo
Def Jam Vendetta,GC,2003,Fighting,Electronic Arts,0.19,0.05,0.0,0.01,0.25,81.0,22.0,8.5,8.0,Aki Corp.,T,Nintendo
Spider-Man: Web of Shadows,Wii,2008,Action,Activision,0.22,0.01,0.0,0.02,0.25,63.0,20.0,6.9,13.0,"Treyarch, Shaba Games",T,Nintendo
Tony Hawk's Proving Ground,Wii,2007,Sports,Activision,0.22,0.01,0.0,0.02,0.25,57.0,8.0,6.2,19.0,Page 44 Studios,T,Nintendo
"Ed, Edd n Eddy: The Mis-Edventures",GC,2005,Platform,Midway Games,0.19,0.05,0.0,0.01,0.25,55.0,4.0,7.9,10.0,Artificial Mind and Movement,E,Nintendo
Indiana Jones and the Staff of Kings,DS,2009,Action,Activision,0.16,0.07,0.0,0.02,0.25,50.0,5.0,6.8,11.0,LucasArts,T,Nintendo
X-Men Origins: Wolverine,Wii,2009,Action,Activision,0.19,0.04,0.0,0.02,0.25,53.0,8.0,6.1,10.0,Amaze Entertainment,T,Nintendo
X-Men Legends II: Rise of Apocalypse,GC,2005,Role-Playing,Activision,0.19,0.05,0.0,0.01,0.25,82.0,34.0,6.2,26.0,Raven Software,T,Nintendo
NBA Courtside 2002,GC,2002,Sports,Nintendo,0.19,0.05,0.0,0.01,0.25,71.0,18.0,7.4,7.0,Left Field Productions,E,Nintendo
Stella Glow,3DS,2015,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24,79.0,32.0,8.7,82.0,"Image Epoch, Imageepoch",T,Nintendo
Racquet Sports,Wii,2010,Sports,Ubisoft,0.13,0.09,0.0,0.02,0.24,51.0,8.0,8.6,15.0,Asobo Studio,E,Nintendo
Skylanders SWAP Force,3DS,2013,Platform,Activision,0.1,0.12,0.0,0.02,0.24,68.0,12.0,6.4,13.0,n-Space,E10+,Nintendo
Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24,71.0,37.0,7.8,26.0,Project Aces,T,Nintendo
Harvest Moon: Magical Melody,GC,2005,Simulation,Ubisoft,0.19,0.05,0.0,0.01,0.24,83.0,14.0,8.9,44.0,Marvelous,E,Nintendo
DK: King of Swing,GBA,2005,Platform,Nintendo,0.17,0.06,0.0,0.0,0.24,70.0,30.0,5.0,6.0,Paon Corporation,E,Nintendo
Percy Jackson and the Olympians: The Lightning Thief,DS,2010,Role-Playing,Activision,0.22,0.01,0.0,0.02,0.24,56.0,6.0,6.9,12.0,Griptonite Games,E10+,Nintendo
Peter Jackson's King Kong: The Official Game of the Movie,GC,2005,Action,Ubisoft,0.19,0.05,0.0,0.01,0.24,81.0,30.0,8.3,8.0,Ubisoft Montpellier,T,Nintendo
Dancing With The Stars,Wii,2007,Misc,Activision,0.22,0.0,0.0,0.02,0.24,42.0,5.0,6.2,5.0,Zoe Mode,E10+,Nintendo
The Simpsons: Road Rage,GC,2001,Racing,Electronic Arts,0.19,0.05,0.0,0.01,0.24,67.0,16.0,7.7,12.0,Radical Entertainment,T,Nintendo
Harvest Moon: Another Wonderful Life,GC,2004,Role-Playing,Marvelous Interactive,0.19,0.05,0.0,0.01,0.24,70.0,12.0,9.2,60.0,Marvelous,E,Nintendo
Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,Ubisoft,0.1,0.01,0.12,0.01,0.24,75.0,42.0,7.4,28.0,h.a.n.d. Inc.,E,Nintendo
Fantastic 4,GC,2005,Action,Activision,0.19,0.05,0.0,0.01,0.24,61.0,32.0,4.0,6.0,7 Studios,T,Nintendo
Tony Hawk's American Sk8land,GBA,2005,Sports,Activision,0.17,0.06,0.0,0.0,0.24,64.0,7.0,5.4,5.0,Vicarious Visions,E,Nintendo
Etrian Mystery Dungeon,3DS,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.13,0.01,0.24,77.0,44.0,7.9,49.0,Spike Chunsoft,E10+,Nintendo
Luminous Arc,DS,2007,Role-Playing,Rising Star Games,0.16,0.0,0.06,0.01,0.24,70.0,25.0,7.0,24.0,"Image Epoch, Imageepoch",T,Nintendo
Grand Theft Auto,GBA,2004,Action,Take-Two Interactive,0.17,0.06,0.0,0.0,0.24,68.0,33.0,7.1,23.0,Digital Eclipse,M,Nintendo
Avalon Code,DS,2008,Role-Playing,Rising Star Games,0.11,0.0,0.12,0.01,0.24,71.0,29.0,7.4,13.0,"Matrix Software, Marvelous Entertainment",E10+,Nintendo
Resident Evil Archives: Resident Evil Zero,Wii,2008,Action,Capcom,0.13,0.03,0.06,0.01,0.24,62.0,17.0,8.2,37.0,Capcom,M,Nintendo
Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,0.12,0.09,0.0,0.02,0.24,75.0,13.0,7.7,15.0,Beenox,T,Nintendo
LEGO Marvel's Avengers,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.02,0.24,69.0,4.0,6.8,15.0,TT Games,E10+,Nintendo
PDC World Championship Darts 2008,Wii,2008,Sports,Oxygen Interactive,0.02,0.21,0.0,0.01,0.24,51.0,18.0,5.4,7.0,Oxygen Interactive,E10+,Nintendo
Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,Ubisoft,0.11,0.1,0.0,0.02,0.24,74.0,29.0,8.1,14.0,Revolution Software,T,Nintendo
Naruto: Path of the Ninja 2,DS,2006,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.23,62.0,18.0,7.5,6.0,TOSE,E10+,Nintendo
Prince of Persia: The Forgotten Sands,Wii,2010,Action,Ubisoft,0.1,0.11,0.0,0.02,0.23,77.0,24.0,8.1,31.0,Ubisoft Quebec,T,Nintendo
Disney's A Christmas Carol,DS,2009,Adventure,Disney Interactive Studios,0.21,0.01,0.0,0.02,0.23,66.0,7.0,6.5,4.0,Sumo Digital,E,Nintendo
Sands of Destruction,DS,2008,Role-Playing,Sega,0.09,0.0,0.13,0.01,0.23,63.0,20.0,7.9,18.0,"Image Epoch, Imageepoch",T,Nintendo
Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,0.2,0.01,0.0,0.02,0.23,68.0,15.0,6.0,6.0,Magic Pockets,E,Nintendo
Meteos,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,88.0,49.0,7.5,164.0,Q Entertainment,E,Nintendo
Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,Activision,0.18,0.05,0.0,0.01,0.23,75.0,17.0,7.8,19.0,Vicarious Visions,T,Nintendo
Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft,0.18,0.05,0.0,0.01,0.23,89.0,19.0,8.7,25.0,Ubisoft Shanghai,T,Nintendo
The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,0.23,58.0,21.0,7.8,5.0,Headstrong Games,T,Nintendo
Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.23,27.0,7.0,5.1,14.0,Red Tribe,E10+,Nintendo
Epic Mickey 2: The Power of Two,WiiU,2012,Action,Disney Interactive Studios,0.13,0.07,0.01,0.02,0.23,57.0,14.0,5.6,46.0,Junction Point,E,Nintendo
TrackMania: Build to Race,Wii,2010,Racing,Focus Home Interactive,0.09,0.11,0.0,0.02,0.23,74.0,17.0,6.8,5.0,Firebrand Games,E,Nintendo
Ultimate Band,Wii,2008,Misc,Disney Interactive Studios,0.18,0.03,0.0,0.02,0.23,59.0,17.0,5.5,4.0,Disney Interactive Studios,E10+,Nintendo
Lunar Knights,DS,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.01,0.23,82.0,39.0,7.8,25.0,Kojima Productions,E10+,Nintendo
WWE All Stars,3DS,2011,Fighting,THQ,0.15,0.06,0.0,0.02,0.23,71.0,12.0,7.4,7.0,THQ,T,Nintendo
Mortal Kombat: Armageddon,Wii,2007,Fighting,Midway Games,0.19,0.02,0.0,0.02,0.23,71.0,29.0,8.4,33.0,JGI Entertainment,M,Nintendo
Madden NFL 13,WiiU,2012,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,75.0,9.0,6.7,30.0,EA Tiburon,E,Nintendo
Tiger Woods PGA Tour 2003,GC,2002,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.23,90.0,10.0,8.0,5.0,EA Sports,E,Nintendo
Tony Hawk's Proving Ground,DS,2007,Sports,Activision,0.2,0.01,0.0,0.02,0.23,79.0,21.0,6.7,6.0,Vicarious Visions,E10+,Nintendo
Need For Speed: Undercover,DS,2008,Racing,Electronic Arts,0.18,0.03,0.0,0.02,0.23,59.0,7.0,6.7,6.0,Firebrand Games,E10+,Nintendo
pro evolution soccer 2011,Wii,2010,Sports,Konami Digital Entertainment,0.07,0.1,0.03,0.02,0.22,78.0,9.0,5.4,7.0,Konami,E,Nintendo
Skies of Arcadia Legends,GC,2002,Role-Playing,Atari,0.17,0.04,0.0,0.01,0.22,84.0,31.0,9.2,95.0,Overworks,T,Nintendo
Breath of Fire,GBA,2001,Role-Playing,Ubisoft,0.11,0.04,0.06,0.0,0.22,79.0,17.0,8.8,9.0,Capcom,E,Nintendo
NCAA Football 2005,GC,2004,Sports,Electronic Arts,0.17,0.04,0.0,0.01,0.22,88.0,18.0,9.0,5.0,EA Sports,E,Nintendo
Hamtaro: Ham-Ham Games,GBA,2004,Sports,Nintendo,0.16,0.06,0.0,0.0,0.22,77.0,20.0,7.8,6.0,Alphadream Corporation,E,Nintendo
NASCAR 2011: The Game,Wii,2011,Racing,Activision,0.21,0.0,0.0,0.01,0.22,42.0,5.0,3.1,9.0,Eutechnyx,E,Nintendo
Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,Nintendo,0.13,0.02,0.06,0.01,0.22,54.0,35.0,6.1,28.0,Tecmo Koei Games,T,Nintendo
FaceBreaker K.O. Party,Wii,2008,Fighting,Electronic Arts,0.19,0.01,0.0,0.02,0.22,61.0,15.0,5.6,7.0,EA Canada,T,Nintendo
Mega Man Zero 3,GBA,2004,Platform,Capcom,0.16,0.06,0.0,0.0,0.22,77.0,21.0,9.0,22.0,Inti,E,Nintendo
Super Swing Golf,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.22,72.0,44.0,7.8,15.0,"Tecmo, Ntreev Soft",E10+,Nintendo
Luminous Arc 2,DS,2008,Role-Playing,Rising Star Games,0.2,0.0,0.0,0.02,0.22,73.0,19.0,7.7,14.0,"Image Epoch, Imageepoch",T,Nintendo
Shinobi,3DS,2011,Platform,Sega,0.14,0.07,0.0,0.02,0.22,69.0,33.0,7.3,33.0,Griptonite Games,T,Nintendo
Tony Hawk's Downhill Jam,DS,2006,Sports,Activision,0.2,0.0,0.0,0.02,0.22,76.0,34.0,7.0,7.0,Vicarious Visions,E,Nintendo
Age of Empires: The Age of Kings,DS,2006,Strategy,THQ,0.18,0.02,0.0,0.02,0.22,80.0,38.0,7.9,59.0,Backbone Entertainment,E10+,Nintendo
The Lord of the Rings: The Third Age,GBA,2004,Role-Playing,Electronic Arts,0.16,0.06,0.0,0.0,0.22,67.0,7.0,8.5,12.0,Griptonite Games,T,Nintendo
Dinosaur King,DS,2007,Strategy,Sega,0.2,0.0,0.0,0.02,0.22,61.0,13.0,8.0,9.0,Climax Entertainment,E,Nintendo
Tetris Worlds,GC,2002,Puzzle,THQ,0.17,0.04,0.0,0.01,0.22,47.0,10.0,5.6,8.0,Radical Entertainment,E,Nintendo
Viewtiful Joe 2,GC,2004,Action,Capcom,0.17,0.04,0.0,0.01,0.22,86.0,39.0,8.3,19.0,Clover Studio,T,Nintendo
Touch the Dead,DS,2007,Shooter,Eidos Interactive,0.2,0.0,0.0,0.02,0.22,56.0,31.0,5.6,5.0,Secret Stash Games,M,Nintendo
Ragnarok DS,DS,2008,Role-Playing,GungHo,0.1,0.0,0.11,0.01,0.22,53.0,19.0,5.8,17.0,GungHo,E10+,Nintendo
All-Star Baseball 2002,GC,2001,Sports,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,66.0,17.0,5.6,9.0,Acclaim,E,Nintendo
From Russia With Love,GC,2005,Action,Electronic Arts,0.17,0.04,0.0,0.01,0.22,70.0,20.0,8.5,13.0,Electronic Arts,T,Nintendo
NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,0.19,0.01,0.0,0.02,0.22,51.0,11.0,5.9,14.0,EA Sports,E,Nintendo
Senran Kagura 2: Deep Crimson ,3DS,2014,Action,Marvelous Entertainment,0.1,0.02,0.08,0.01,0.22,58.0,28.0,6.8,56.0,Tamsoft,M,Nintendo
KORG DS-10 Synthesizer,DS,2008,Misc,AQ Interactive,0.19,0.01,0.0,0.02,0.22,82.0,11.0,8.2,13.0,AQ Interactive,E,Nintendo
Naruto: Ninja Council,GBA,2003,Action,Tomy Corporation,0.16,0.06,0.0,0.0,0.22,60.0,12.0,7.1,9.0,Aspect,E10+,Nintendo
Deadly Creatures,Wii,2009,Action,THQ,0.08,0.12,0.0,0.02,0.22,72.0,45.0,8.8,36.0,Rainbow Studios,T,Nintendo
NFL 2K3,GC,2002,Sports,Sega,0.17,0.04,0.0,0.01,0.22,92.0,24.0,8.3,15.0,Visual Concepts,E,Nintendo
Britney's Dance Beat,GBA,2002,Misc,THQ,0.15,0.06,0.0,0.0,0.22,53.0,14.0,7.4,5.0,Art,E,Nintendo
Shrek SuperSlam,GC,2005,Action,Activision,0.17,0.04,0.0,0.01,0.22,70.0,11.0,7.8,6.0,Shaba Games,E10+,Nintendo
Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,0.17,0.03,0.0,0.02,0.21,43.0,5.0,4.0,5.0,LucasArts,T,Nintendo
Rampage: Total Destruction,Wii,2006,Action,Midway Games,0.19,0.01,0.0,0.02,0.21,46.0,21.0,5.6,19.0,"Pipeworks Software, Inc.",E10+,Nintendo
Robotech: The Macross Saga,GBA,2002,Shooter,TDK Mediactive,0.15,0.06,0.0,0.0,0.21,61.0,8.0,6.5,4.0,Lucky Chicken,E,Nintendo
Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.21,69.0,69.0,7.7,125.0,Intelligent Systems,T,Nintendo
Tony Hawk's American Sk8land,DS,2005,Sports,Activision,0.19,0.0,0.0,0.02,0.21,84.0,31.0,8.7,55.0,Vicarious Visions,E,Nintendo
Dragon Ball: Fusions,3DS,2016,Role-Playing,Namco Bandai Games,0.02,0.0,0.19,0.0,0.21,68.0,12.0,7.6,16.0,Ganbarion,T,Nintendo
Madden NFL 07,DS,2006,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,70.0,9.0,6.5,10.0,Exient Entertainment,E,Nintendo
Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,0.16,0.01,0.02,0.02,0.21,83.0,52.0,7.8,36.0,Team Ninja,T,Nintendo
Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,79.0,9.0,7.0,12.0,Konami,E,Nintendo
The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,0.18,0.02,0.0,0.02,0.21,60.0,8.0,6.4,15.0,Krome Studios,E10+,Nintendo
Cursed Mountain,Wii,2009,Adventure,Deep Silver,0.09,0.1,0.0,0.02,0.21,67.0,51.0,7.6,33.0,"Deep Silver, Sproing Interactive Media, Sproing",M,Nintendo
Age of Empires: Mythologies,DS,2008,Strategy,THQ,0.16,0.03,0.0,0.02,0.21,78.0,28.0,6.9,20.0,Griptonite Games,E10+,Nintendo
Bionicle,GC,2003,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,47.0,5.0,4.2,5.0,Argonaut Games,E,Nintendo
Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,0.13,0.07,0.0,0.02,0.21,69.0,53.0,7.4,50.0,n-Space,T,Nintendo
A Boy and His Blob,Wii,2009,Platform,Majesco Entertainment,0.18,0.01,0.0,0.01,0.21,80.0,43.0,8.7,35.0,WayForward,E,Nintendo
NHL Hitz 20-02,GC,2001,Sports,Midway Games,0.16,0.04,0.0,0.01,0.21,79.0,13.0,8.7,7.0,Midway,E,Nintendo
NCAA Football 2003,GC,2002,Sports,Electronic Arts,0.16,0.04,0.0,0.01,0.21,91.0,11.0,8.1,9.0,EA Sports,E,Nintendo
Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,0.09,0.0,0.11,0.01,0.21,76.0,34.0,8.0,20.0,h.a.n.d. Inc.,E10+,Nintendo
You Don't Know Jack,Wii,2011,Misc,THQ,0.19,0.0,0.0,0.01,0.21,81.0,5.0,7.7,6.0,"Jellyvision, Iron Galaxy Studios",T,Nintendo
Mega Man Legacy Collection,3DS,2016,Platform,Capcom,0.14,0.0,0.05,0.02,0.21,77.0,27.0,7.1,26.0,Digital Eclipse,E,Nintendo
The Last Airbender,Wii,2010,Action,THQ,0.12,0.07,0.0,0.02,0.21,53.0,4.0,6.6,5.0,THQ,T,Nintendo
Final Fight One,GBA,2001,Fighting,Ubisoft,0.09,0.03,0.08,0.0,0.21,82.0,16.0,7.8,8.0,Sun-Tec,E,Nintendo
Frogger 3D,3DS,2011,Action,Konami Digital Entertainment,0.16,0.03,0.0,0.01,0.21,54.0,11.0,5.5,8.0,Alpha Unit,E,Nintendo
Blue Dragon Plus,DS,2008,Role-Playing,Ignition Entertainment,0.12,0.03,0.05,0.01,0.21,69.0,46.0,6.5,15.0,Brownie Brown,E,Nintendo
BeyBlade VForce: Super Tournament Battle,GC,2002,Action,Atari,0.16,0.04,0.0,0.01,0.21,33.0,6.0,7.5,18.0,Takara,E,Nintendo
Dragon Ball Z: Sagas,GC,2005,Fighting,Atari,0.16,0.04,0.0,0.01,0.21,48.0,11.0,6.6,11.0,Avalanche Software,T,Nintendo
Power Rangers: Wild Force,GBA,2002,Action,THQ,0.15,0.05,0.0,0.0,0.21,55.0,4.0,6.9,8.0,Natsume,E,Nintendo
Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.15,0.01,0.03,0.01,0.21,70.0,35.0,7.8,24.0,Acquire,M,Nintendo
Beyblade G-Revolution,GBA,2004,Action,Atari,0.15,0.05,0.0,0.0,0.2,40.0,5.0,7.8,5.0,Full Fat,E,Nintendo
Disney's Planes,WiiU,2013,Simulation,Disney Interactive Studios,0.14,0.04,0.0,0.02,0.2,51.0,10.0,5.3,9.0,Behaviour Interactive,E,Nintendo
Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,0.17,0.01,0.0,0.02,0.2,70.0,6.0,7.5,15.0,Exient Entertainment,E,Nintendo
Dragon Ball Z: Harukanaru Densetsu,DS,2007,Role-Playing,Namco Bandai Games,0.19,0.0,0.0,0.02,0.2,57.0,16.0,6.2,10.0,Bec,E,Nintendo
Harvest Moon: More Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,0.14,0.05,0.0,0.0,0.2,82.0,8.0,9.2,40.0,TOSE,E,Nintendo
X2: Wolverine's Revenge,GBA,2003,Platform,Activision,0.14,0.05,0.0,0.0,0.2,72.0,8.0,7.2,5.0,Vicarious Visions,E,Nintendo
