Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,ConsoleSerie
NBA 2K11,PC,2010,Action,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,82.0,6.0,8.6,37.0,Visual Concepts,E,Microsoft
FaceBreaker,X360,2008,Fighting,Electronic Arts,0.15,0.02,0.0,0.02,0.19,54.0,57.0,6.3,19.0,EA Canada,T,Microsoft
Metro: Last Light,PC,2013,Action,Deep Silver,0.06,0.11,0.0,0.02,0.19,82.0,71.0,8.6,2654.0,4A Games,M,Microsoft
Evolve,PC,2015,Shooter,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19,77.0,39.0,4.3,969.0,Turtle Rock Studios,M,Microsoft
Harry Potter and the Prisoner of Azkaban,XB,2004,Action,Electronic Arts,0.14,0.04,0.0,0.01,0.19,67.0,23.0,8.8,10.0,EA Games,E,Microsoft
Risen,X360,2009,Role-Playing,Deep Silver,0.07,0.11,0.0,0.01,0.19,60.0,37.0,6.4,77.0,Piranha Bytes,M,Microsoft
Dynasty Warriors Gundam,X360,2007,Action,Namco Bandai Games,0.15,0.01,0.02,0.01,0.19,55.0,34.0,6.8,20.0,"Koei, Omega Force",T,Microsoft
Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.04,0.13,0.0,0.01,0.19,82.0,13.0,7.4,754.0,Ubisoft Toronto,M,Microsoft
Binary Domain,X360,2012,Action,Sega,0.09,0.06,0.02,0.02,0.19,74.0,43.0,8.0,185.0,Sega,M,Microsoft
Sega GT 2002,XB,2002,Racing,Sega,0.12,0.03,0.03,0.01,0.19,82.0,24.0,8.2,24.0,Wow Entertainment,E,Microsoft
F1 2011,PC,2011,Racing,Codemasters,0.0,0.15,0.0,0.04,0.19,83.0,10.0,7.2,83.0,Codemasters,E,Microsoft
Blood Omen 2,XB,2002,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,76.0,22.0,9.0,9.0,Crystal Dynamics,M,Microsoft
Earth Defense Force: Insect Armageddon,X360,2011,Shooter,D3Publisher,0.1,0.04,0.03,0.01,0.19,68.0,40.0,8.2,45.0,Vicious Cycle,T,Microsoft
Saints Row IV,PC,2013,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,86.0,45.0,7.4,1543.0,Volition Inc.,M,Microsoft
Harry Potter: Quidditch World Cup,XB,2003,Sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,69.0,14.0,7.5,4.0,Electronic Arts,E,Microsoft
Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,0.15,0.03,0.0,0.0,0.19,74.0,19.0,7.0,47.0,Harmonix Music Systems,T,Microsoft
Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,0.09,0.08,0.0,0.02,0.19,63.0,25.0,4.4,307.0,Spellbound,T,Microsoft
NBA Ballers: Chosen One,X360,2008,Sports,Midway Games,0.17,0.0,0.0,0.01,0.19,55.0,42.0,4.2,15.0,Midway,E,Microsoft
Tiger Woods PGA Tour 07,XB,2006,Sports,Electronic Arts,0.13,0.05,0.0,0.01,0.19,81.0,21.0,6.8,6.0,EA Redwood Shores,E,Microsoft
The Lord of the Rings: War in the North,PC,2011,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0.0,0.03,0.19,66.0,21.0,7.1,289.0,Snowblind Studios,M,Microsoft
SBK X: Superbike World Championship,X360,2010,Racing,Black Bean Games,0.1,0.07,0.0,0.02,0.19,74.0,13.0,8.3,8.0,Milestone S.r.l,E10+,Microsoft
Shadows of the Damned,X360,2011,Action,Electronic Arts,0.1,0.06,0.01,0.02,0.19,76.0,76.0,8.4,139.0,Grasshopper Manufacture,M,Microsoft
Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive,0.14,0.04,0.0,0.01,0.18,69.0,46.0,7.8,10.0,Destineer,T,Microsoft
Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,0.14,0.04,0.0,0.01,0.18,73.0,43.0,8.6,17.0,Double Helix Games,T,Microsoft
Ty the Tasmanian Tiger,XB,2002,Platform,Electronic Arts,0.14,0.04,0.0,0.01,0.18,68.0,13.0,8.5,11.0,Krome Studios,E,Microsoft
NARC,XB,2005,Shooter,Midway Games,0.14,0.04,0.0,0.01,0.18,51.0,27.0,2.8,6.0,Point of View,M,Microsoft
Driver: San Francisco,PC,2011,Racing,Ubisoft,0.05,0.1,0.0,0.03,0.18,80.0,11.0,7.0,332.0,Ubisoft Reflections,T,Microsoft
Shape Up,XOne,2014,Misc,Ubisoft,0.08,0.09,0.0,0.01,0.18,58.0,6.0,8.3,28.0,Ubisoft Montreal,E,Microsoft
Gauntlet: Seven Sorrows,XB,2005,Role-Playing,Midway Games,0.14,0.04,0.0,0.01,0.18,61.0,36.0,7.8,4.0,Midway,T,Microsoft
AirForce Delta Storm,XB,2001,Shooter,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18,61.0,21.0,7.1,7.0,KCE Studios,E,Microsoft
Call of Duty: World at War,PC,2008,Shooter,Activision,0.02,0.14,0.0,0.03,0.18,83.0,36.0,7.5,721.0,Treyarch,M,Microsoft
Syndicate,X360,2012,Shooter,Electronic Arts,0.1,0.06,0.0,0.02,0.18,74.0,65.0,7.1,174.0,Starbreeze,M,Microsoft
Zumba Fitness Rush,X360,2012,Sports,505 Games,0.0,0.16,0.0,0.02,0.18,73.0,7.0,6.2,5.0,"Majesco Games, Majesco",E10+,Microsoft
Call of Juarez,X360,2007,Shooter,Ubisoft,0.14,0.02,0.0,0.01,0.18,71.0,37.0,6.9,46.0,Techland,M,Microsoft
Test Drive Off-Road Wide Open,XB,2001,Racing,Infogrames,0.15,0.03,0.0,0.01,0.18,64.0,21.0,8.3,9.0,Rockstar San Diego,E,Microsoft
Bad Boys: Miami Takedown,XB,2004,Shooter,Empire Interactive,0.14,0.04,0.0,0.01,0.18,35.0,20.0,5.9,9.0,Blitz Games,M,Microsoft
Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,Activision,0.13,0.04,0.0,0.01,0.18,65.0,5.0,8.3,6.0,FUN Labs,T,Microsoft
The Chronicles of Narnia: Prince Caspian,X360,2008,Action,Disney Interactive Studios,0.16,0.01,0.0,0.01,0.18,56.0,24.0,7.5,13.0,Traveller's Tales,T,Microsoft
Shadow The Hedgehog,XB,2005,Platform,Sega,0.13,0.04,0.0,0.01,0.18,49.0,24.0,5.5,36.0,Sega,E10+,Microsoft
World of Outlaws: Sprint Cars,X360,2010,Racing,THQ,0.17,0.0,0.0,0.01,0.18,57.0,4.0,8.1,10.0,Big Ant Studios,E,Microsoft
Van Helsing,XB,2007,Action,Activision,0.13,0.04,0.0,0.01,0.18,63.0,32.0,7.6,8.0,Saffire,T,Microsoft
Grand Slam Tennis 2,X360,2012,Sports,Electronic Arts,0.1,0.06,0.0,0.02,0.18,71.0,45.0,5.1,14.0,EA Sports,E,Microsoft
Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,Platform,D3Publisher,0.1,0.06,0.0,0.02,0.18,51.0,5.0,5.3,4.0,Papaya Studios,E10+,Microsoft
Pure Futbol,X360,2010,Sports,Ubisoft,0.08,0.08,0.0,0.02,0.18,38.0,20.0,7.9,29.0,Ubisoft Vancouver,E,Microsoft
Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.1,0.06,0.0,0.02,0.18,45.0,40.0,3.5,1156.0,Gearbox Software,M,Microsoft
FIFA Soccer 11,PC,2010,Sports,Electronic Arts,0.0,0.14,0.0,0.04,0.18,83.0,16.0,7.7,102.0,EA Sports,E,Microsoft
Borderlands,PC,2009,Shooter,Take-Two Interactive,0.01,0.14,0.0,0.03,0.18,81.0,37.0,7.8,1363.0,Gearbox Software,M,Microsoft
Silent Hill 4: The Room,XB,2004,Action,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18,76.0,43.0,8.3,26.0,KCET,M,Microsoft
Remember Me,X360,2013,Action,Capcom,0.1,0.06,0.0,0.02,0.18,70.0,42.0,7.5,267.0,DONTNOD Entertainment,M,Microsoft
Brink,PC,2011,Shooter,Bethesda Softworks,0.06,0.09,0.0,0.03,0.18,70.0,38.0,6.0,547.0,Splash Damage,T,Microsoft
Splatterhouse,X360,2010,Action,Namco Bandai Games,0.14,0.03,0.0,0.01,0.18,62.0,51.0,7.6,60.0,"Namco Bandai Games America, Namco Bandai Games",M,Microsoft
Juiced,XB,2005,Racing,THQ,0.13,0.04,0.0,0.01,0.18,68.0,39.0,9.1,15.0,Juice Games,T,Microsoft
College Hoops 2K8,X360,2007,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18,81.0,21.0,6.9,16.0,Visual Concepts,E,Microsoft
Dynasty Warriors: Gundam 3,X360,2010,Action,Tecmo Koei,0.11,0.03,0.02,0.01,0.18,65.0,27.0,7.8,20.0,Koei Tecmo Games,T,Microsoft
NHL 2004,XB,2003,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18,85.0,21.0,6.5,31.0,EA Black Box,E,Microsoft
Velvet Assassin,X360,2009,Shooter,DTP Entertainment,0.14,0.02,0.01,0.01,0.18,56.0,46.0,7.1,55.0,"Replay Studios, ML Enterprises",M,Microsoft
Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.01,0.17,91.0,36.0,7.1,2318.0,From Software,T,Microsoft
Project Spark,XOne,2014,Misc,Microsoft Game Studios,0.11,0.05,0.0,0.02,0.17,73.0,26.0,7.0,151.0,Microsoft Game Studios,E10+,Microsoft
Race Pro,X360,2009,Racing,Atari,0.06,0.09,0.0,0.02,0.17,72.0,54.0,7.0,60.0,SimBin,E,Microsoft
NBA Inside Drive 2004,XB,2003,Sports,Microsoft Game Studios,0.13,0.04,0.0,0.01,0.17,71.0,31.0,8.2,11.0,High Voltage Software,E,Microsoft
Dungeon Siege III,PC,2011,Role-Playing,Square Enix,0.08,0.08,0.0,0.02,0.17,72.0,37.0,4.7,399.0,Obsidian Entertainment,T,Microsoft
Metal Arms: Glitch in the System,XB,2003,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17,82.0,35.0,8.7,15.0,Swingin' Ape,T,Microsoft
The Secret World,PC,2012,Role-Playing,Funcom,0.07,0.08,0.0,0.02,0.17,74.0,55.0,8.2,1326.0,Funcom,M,Microsoft
NHL 2K9,X360,2008,Sports,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17,69.0,33.0,6.7,7.0,Visual Concepts,E10+,Microsoft
Psi-Ops: The Mindgate Conspiracy,XB,2004,Shooter,Midway Games,0.13,0.04,0.0,0.01,0.17,84.0,55.0,7.9,18.0,Midway,M,Microsoft
X-Men: The Official Game,X360,2006,Action,Activision,0.16,0.0,0.0,0.01,0.17,52.0,57.0,6.1,20.0,"Z-Axis, Ltd.",T,Microsoft
SWAT: Global Strike Team,XB,2003,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17,69.0,22.0,6.3,7.0,Argonaut Games,M,Microsoft
Hitman: HD Trilogy,X360,2013,Action,Square Enix,0.07,0.08,0.0,0.02,0.17,69.0,14.0,7.2,45.0,Io Interactive,M,Microsoft
Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,Ubisoft,0.05,0.1,0.0,0.02,0.17,71.0,13.0,4.9,368.0,Ubisoft Paris,M,Microsoft
Top Spin 2,X360,2006,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.17,75.0,52.0,6.8,25.0,Pam Development,E,Microsoft
Hunter: The Reckoning Redeemer,XB,2003,Action,Interplay,0.13,0.04,0.0,0.01,0.17,72.0,26.0,8.6,5.0,High Voltage Software,M,Microsoft
Captain America: Super Soldier,X360,2011,Action,Sega,0.11,0.05,0.0,0.01,0.17,60.0,48.0,6.4,37.0,Next Level Games,T,Microsoft
Thief: Deadly Shadows,XB,2004,Action,Eidos Interactive,0.13,0.04,0.0,0.01,0.17,82.0,61.0,7.3,12.0,Ion Storm,M,Microsoft
Spawn: Armageddon,XB,2003,Action,Electronic Arts,0.13,0.04,0.0,0.01,0.17,57.0,27.0,9.2,5.0,Point of View,M,Microsoft
Bee Movie Game,X360,2007,Action,Activision,0.16,0.0,0.0,0.01,0.17,71.0,25.0,5.8,13.0,Beenox,E,Microsoft
Deus Ex: Mankind Divided,XOne,2016,Role-Playing,Square Enix,0.09,0.06,0.0,0.01,0.17,83.0,18.0,7.2,175.0,Eidos Montreal,M,Microsoft
Star Wars: Battlefront II,PC,2005,Shooter,LucasArts,0.02,0.13,0.0,0.02,0.17,78.0,23.0,8.8,431.0,Pandemic Studios,T,Microsoft
MotoGP 09/10,X360,2010,Racing,Capcom,0.07,0.09,0.0,0.02,0.17,69.0,41.0,5.7,41.0,Monumental Games,E,Microsoft
Monsters vs. Aliens,X360,2009,Action,Activision,0.12,0.03,0.0,0.01,0.17,63.0,31.0,6.6,7.0,Beenox,E10+,Microsoft
Anarchy Reigns,X360,2012,Action,Sega,0.12,0.02,0.02,0.01,0.17,73.0,38.0,7.9,105.0,PlatinumGames,M,Microsoft
Fairytale Fights,X360,2009,Action,Playlogic Game Factory,0.14,0.02,0.0,0.01,0.17,51.0,47.0,6.2,12.0,"Playlogic, The Game Factory",M,Microsoft
LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.01,0.17,78.0,7.0,8.1,124.0,TT Games,E10+,Microsoft
Gunvalkyrie,XB,2002,Shooter,Infogrames,0.13,0.04,0.0,0.01,0.17,73.0,28.0,7.3,10.0,Smilebit,T,Microsoft
State of Emergency,XB,2003,Action,Take-Two Interactive,0.13,0.04,0.0,0.01,0.17,67.0,21.0,6.3,11.0,VIS Entertainment,M,Microsoft
Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios,0.14,0.01,0.0,0.01,0.17,49.0,47.0,5.2,31.0,Hudson Soft,E10+,Microsoft
CSI: Fatal Conspiracy,X360,2010,Adventure,Ubisoft,0.11,0.04,0.0,0.01,0.17,42.0,9.0,4.8,4.0,Telltale Games,M,Microsoft
G-Force,X360,2009,Action,Disney Interactive Studios,0.11,0.05,0.0,0.01,0.17,68.0,33.0,7.0,9.0,Eurocom Entertainment Software,E10+,Microsoft
Backyard Wrestling: Don't Try This at Home,XB,2003,Fighting,Eidos Interactive,0.13,0.04,0.0,0.01,0.17,50.0,15.0,5.0,7.0,Paradox Development,M,Microsoft
Gauntlet: Dark Legacy,XB,2002,Action,Midway Games,0.13,0.04,0.0,0.01,0.17,54.0,9.0,8.9,10.0,Midway,T,Microsoft
NASCAR '14,X360,2014,Racing,Deep Silver,0.15,0.0,0.0,0.02,0.17,65.0,4.0,5.1,14.0,Deep Silver,E,Microsoft
25 to Life,XB,2006,Shooter,Eidos Interactive,0.12,0.04,0.0,0.01,0.17,41.0,20.0,7.2,13.0,"Ritual Entertainment, Avalanche Software",M,Microsoft
Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,0.08,0.07,0.0,0.02,0.17,40.0,11.0,4.2,5.0,Artech Studios,T,Microsoft
Leisure Suit Larry: Magna Cum Laude,XB,2004,Adventure,Vivendi Games,0.12,0.04,0.0,0.01,0.17,62.0,49.0,6.4,13.0,High Voltage Software,M,Microsoft
FlatOut,XB,2004,Racing,Empire Interactive,0.12,0.04,0.0,0.01,0.17,71.0,39.0,8.2,21.0,Bugbear,T,Microsoft
Blood Bowl,X360,2009,Sports,Focus Home Interactive,0.13,0.02,0.0,0.01,0.16,61.0,28.0,5.1,19.0,Cyanide,T,Microsoft
Far Cry: Primal,PC,2016,Action,Ubisoft,0.04,0.11,0.0,0.01,0.16,74.0,18.0,4.8,368.0,Ubisoft Montreal,M,Microsoft
Sid Meier's Civilization IV,PC,2005,Strategy,Take-Two Interactive,0.02,0.12,0.0,0.03,0.16,94.0,50.0,8.3,909.0,Firaxis Games,E10+,Microsoft
Leisure Suit Larry: Box Office Bust,X360,2009,Adventure,Codemasters,0.14,0.01,0.0,0.01,0.16,25.0,27.0,2.5,41.0,Team 17,M,Microsoft
Clash of the Titans,X360,2010,Action,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,42.0,31.0,4.1,17.0,Game Republic,T,Microsoft
Mirror's Edge Catalyst,XOne,2016,Platform,Electronic Arts,0.09,0.06,0.0,0.01,0.16,72.0,46.0,4.4,266.0,EA DICE,T,Microsoft
Apache: Air Assault,X360,2010,Simulation,Activision,0.12,0.03,0.0,0.01,0.16,70.0,26.0,6.4,31.0,Gaijin Entertainment,T,Microsoft
El Shaddai: Ascension of the Metatron,X360,2011,Action,Ignition Entertainment,0.07,0.05,0.03,0.01,0.16,75.0,44.0,7.0,47.0,Ignition Entertainment,T,Microsoft
TimeSplitters: Future Perfect,XB,2005,Shooter,Electronic Arts,0.12,0.03,0.0,0.01,0.16,83.0,54.0,8.9,35.0,Free Radical Design,M,Microsoft
Thrillville: Off the Rails,X360,2007,Strategy,LucasArts,0.13,0.02,0.0,0.01,0.16,73.0,24.0,2.8,34.0,Frontier Developments,E10+,Microsoft
Murdered: Soul Suspect,XOne,2014,Action,Square Enix,0.08,0.07,0.0,0.01,0.16,51.0,17.0,7.0,130.0,Airtight Games,M,Microsoft
Dynasty Warriors 4,XB,2003,Action,Tecmo Koei,0.12,0.03,0.0,0.01,0.16,75.0,18.0,8.8,18.0,Omega Force,T,Microsoft
Warriors Orochi 3,X360,2011,Action,Ubisoft Annecy,0.09,0.03,0.03,0.01,0.16,71.0,9.0,8.1,19.0,Omega Force,T,Microsoft
Culdcept SAGA,X360,2006,Role-Playing,Namco Bandai Games,0.12,0.0,0.03,0.01,0.16,75.0,33.0,8.7,49.0,"Omiya Soft, Jamsworks",T,Microsoft
The Crew,PC,2014,Racing,Ubisoft,0.0,0.15,0.0,0.01,0.16,71.0,12.0,6.4,463.0,"Ubisoft Reflections, Ivory Tower",T,Microsoft
The Sims 3: Seasons,PC,2012,Simulation,Electronic Arts,0.0,0.13,0.0,0.02,0.16,73.0,12.0,7.5,48.0,The Sims Studio,T,Microsoft
Angry Birds Star Wars,XOne,2013,Strategy,Activision,0.11,0.04,0.0,0.02,0.16,53.0,4.0,6.9,63.0,Exient Entertainment,E,Microsoft
Blitz: The League,X360,2006,Sports,Midway Games,0.15,0.0,0.0,0.01,0.16,69.0,23.0,6.5,14.0,Midway,M,Microsoft
NBA 2K12,PC,2011,Sports,Take-Two Interactive,0.09,0.05,0.0,0.02,0.16,86.0,5.0,7.1,66.0,Visual Concepts,E,Microsoft
BioShock The Collection,XOne,2016,Shooter,Take-Two Interactive,0.08,0.06,0.0,0.01,0.16,84.0,16.0,8.3,79.0,2K Games,M,Microsoft
Bulletstorm,PC,2011,Shooter,Electronic Arts,0.07,0.07,0.0,0.02,0.16,82.0,34.0,7.7,768.0,"Epic Games, People Can Fly",M,Microsoft
Shaun White Skateboarding,X360,2010,Sports,Ubisoft,0.1,0.05,0.0,0.01,0.16,61.0,34.0,5.3,7.0,Ubisoft Montreal,T,Microsoft
Wildstar,PC,2014,Role-Playing,NCSoft,0.08,0.07,0.0,0.01,0.16,82.0,52.0,7.4,965.0,Carbine Studios,T,Microsoft
Amped 3,X360,2005,Sports,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,72.0,49.0,7.1,36.0,2K Sports,T,Microsoft
NHL 2005,XB,2004,Sports,Electronic Arts,0.12,0.03,0.0,0.01,0.16,77.0,27.0,6.2,11.0,EA Sports,E,Microsoft
Sherlock Holmes vs. Jack the Ripper,X360,2009,Adventure,Focus Home Interactive,0.11,0.03,0.0,0.01,0.16,62.0,24.0,6.8,14.0,Frogwares,T,Microsoft
Sniper: Ghost Warrior,PC,2010,Shooter,City Interactive,0.0,0.13,0.0,0.03,0.16,55.0,23.0,5.5,267.0,City Interactive,M,Microsoft
Fist of the North Star: Ken's Rage,X360,2010,Action,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16,59.0,38.0,7.3,23.0,Koei,M,Microsoft
Chaotic: Shadow Warriors,X360,2009,Action,Activision,0.14,0.0,0.0,0.01,0.16,60.0,4.0,5.0,4.0,FUN Labs,E10+,Microsoft
F.E.A.R. 3,PC,2011,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.0,0.03,0.15,74.0,34.0,5.9,420.0,Day 1 Studios,M,Microsoft
Fantasia: Music Evolved,XOne,2014,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.01,0.15,77.0,48.0,7.5,67.0,Harmonix Music Systems,E10+,Microsoft
Stormrise,X360,2009,Strategy,Sega,0.11,0.03,0.0,0.01,0.15,48.0,36.0,6.8,17.0,Creative Assembly,M,Microsoft
American Chopper,XB,2004,Racing,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,44.0,6.0,5.9,9.0,Creat Studios,T,Microsoft
Dynasty Warriors 8,X360,2013,Action,Tecmo Koei,0.09,0.05,0.0,0.01,0.15,65.0,21.0,7.5,35.0,Omega Force,T,Microsoft
Kingdom Under Fire: Heroes,XB,2005,Strategy,Deep Silver,0.11,0.03,0.0,0.01,0.15,78.0,55.0,7.5,23.0,Phantagram,M,Microsoft
The Terminator: Dawn of Fate,XB,2002,Action,Atari,0.11,0.03,0.0,0.01,0.15,53.0,19.0,5.2,5.0,Paradigm Entertainment,T,Microsoft
Birds of Steel,X360,2012,Simulation,Konami Digital Entertainment,0.11,0.03,0.0,0.01,0.15,77.0,18.0,8.9,18.0,Gaijin Entertainment,T,Microsoft
Cars: Race-O-Rama,X360,2009,Racing,THQ,0.14,0.01,0.0,0.01,0.15,54.0,8.0,5.8,5.0,Incinerator Games,E,Microsoft
Darksiders II,PC,2012,Action,Nordic Games,0.03,0.1,0.0,0.02,0.15,81.0,23.0,7.8,653.0,Vigil Games,M,Microsoft
DiRT 3,PC,2011,Racing,Codemasters,0.0,0.13,0.0,0.03,0.15,86.0,23.0,6.9,433.0,Codemasters,T,Microsoft
Project Sylpheed: Arc of Deception,X360,2006,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15,64.0,45.0,8.6,24.0,"Game Arts, Seta Corporation",T,Microsoft
de Blob 2,X360,2011,Platform,THQ,0.1,0.04,0.0,0.01,0.15,77.0,54.0,7.5,23.0,Blue Tongue Entertainment,E10+,Microsoft
Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010,Action,THQ,0.12,0.02,0.0,0.01,0.15,55.0,10.0,6.3,6.0,THQ,E10+,Microsoft
World Series Baseball 2K3,XB,2003,Sports,Sega,0.11,0.03,0.0,0.01,0.15,89.0,22.0,8.6,14.0,Blue Shift,E,Microsoft
Serious Sam,XB,2002,Shooter,Take-Two Interactive,0.11,0.03,0.0,0.01,0.15,75.0,22.0,8.2,16.0,Croteam,M,Microsoft
Street Fighter Anniversary Collection,XB,2004,Fighting,Capcom,0.11,0.03,0.0,0.01,0.15,79.0,33.0,6.4,9.0,Capcom,T,Microsoft
Shadow Ops: Red Mercury,XB,2004,Shooter,Atari,0.11,0.03,0.0,0.01,0.15,61.0,45.0,6.1,14.0,Zombie,T,Microsoft
FIFA 06: Road to FIFA World Cup,X360,2005,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15,62.0,39.0,6.0,34.0,EA Canada,E,Microsoft
Darksiders,PC,2010,Action,THQ,0.07,0.06,0.0,0.02,0.15,83.0,18.0,7.8,603.0,Vigil Games,M,Microsoft
Rocky,XB,2002,Fighting,Rage Software,0.11,0.03,0.0,0.01,0.15,74.0,22.0,7.3,6.0,Rage Software,T,Microsoft
BloodRayne 2,XB,2004,Shooter,THQ,0.11,0.03,0.0,0.01,0.15,71.0,35.0,8.5,4.0,Terminal Reality,M,Microsoft
Jaws Unleashed,XB,2006,Action,THQ,0.11,0.03,0.0,0.01,0.15,51.0,29.0,6.2,9.0,Appaloosa Interactive,M,Microsoft
Battleborn,XOne,2016,Shooter,Take-Two Interactive,0.1,0.04,0.0,0.01,0.15,71.0,20.0,7.2,171.0,Gearbox Software,T,Microsoft
Armored Core: For Answer,X360,2008,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15,64.0,22.0,7.7,38.0,From Software,T,Microsoft
Crash: Twinsanity,XB,2004,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.15,66.0,30.0,8.7,29.0,Traveller's Tales,E,Microsoft
Arena Football,XB,2006,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.15,65.0,17.0,8.5,10.0,EA Tiburon,E10+,Microsoft
Super Monkey Ball Deluxe,XB,2005,Misc,Sega,0.11,0.03,0.0,0.01,0.15,81.0,25.0,8.2,9.0,Sega,E,Microsoft
The Cursed Crusade,X360,2011,Action,DTP Entertainment,0.08,0.05,0.0,0.01,0.15,39.0,27.0,4.4,29.0,Kylotonn,M,Microsoft
Earth Defense Force 2025,X360,2013,Shooter,D3Publisher,0.06,0.03,0.05,0.01,0.15,68.0,25.0,8.1,63.0,Sandlot,M,Microsoft
NHL 2K10,X360,2009,Sports,Take-Two Interactive,0.11,0.02,0.0,0.01,0.15,69.0,31.0,7.9,15.0,Take-Two Interactive,E10+,Microsoft
Mad Dash Racing,XB,2001,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15,65.0,21.0,7.7,6.0,Crystal Dynamics,T,Microsoft
Guilty Gear X2 #Reload,XB,2004,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,86.0,34.0,7.6,12.0,Arc System Works,T,Microsoft
ReCore,XOne,2016,Action,Microsoft Game Studios,0.08,0.05,0.0,0.01,0.15,63.0,75.0,6.6,445.0,"Armature Studio, comcept",T,Microsoft
F1 2012,PC,2012,Racing,Codemasters,0.01,0.11,0.0,0.02,0.15,80.0,15.0,6.9,115.0,Codemasters,E,Microsoft
Grabbed by the Ghoulies,XB,2003,Action,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14,66.0,42.0,7.3,28.0,Rare Ltd.,E,Microsoft
Cars: Mater-National Championship,X360,2007,Racing,THQ,0.13,0.0,0.0,0.01,0.14,58.0,9.0,7.8,6.0,Rainbow Studios,E,Microsoft
Terraria,PC,2011,Action,Unknown,0.0,0.13,0.0,0.01,0.14,83.0,29.0,8.5,1613.0,Re-Logic,T,Microsoft
L.A. Rush,XB,2005,Racing,Midway Games,0.11,0.03,0.0,0.01,0.14,59.0,36.0,3.0,4.0,Midway,T,Microsoft
Alien: Isolation,PC,2014,Shooter,Sega,0.0,0.14,0.0,0.01,0.14,81.0,41.0,8.4,1588.0,Creative Assembly,M,Microsoft
Just Cause 3,PC,2015,Action,Square Enix,0.03,0.11,0.0,0.01,0.14,74.0,50.0,5.3,529.0,Avalanche Studios,M,Microsoft
Thor: God of Thunder,X360,2011,Action,Sega,0.09,0.04,0.0,0.01,0.14,38.0,40.0,5.7,22.0,Liquid Entertainment,T,Microsoft
Terminator 3: Rise of the Machines,XB,2003,Action,Atari,0.11,0.03,0.0,0.01,0.14,35.0,24.0,2.0,10.0,Black Ops Entertainment,T,Microsoft
SSX On Tour,XB,2005,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.14,81.0,35.0,8.1,10.0,EA Canada,E,Microsoft
NCAA College Basketball 2K3,XB,2002,Sports,Sega,0.11,0.03,0.0,0.01,0.14,84.0,12.0,8.4,5.0,Kush Games,E,Microsoft
Hitman: Blood Money,XB,2006,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14,81.0,27.0,9.1,32.0,Io Interactive,M,Microsoft
NFL Blitz 20-03,XB,2002,Sports,Midway Games,0.11,0.03,0.0,0.01,0.14,72.0,12.0,7.8,4.0,Point of View,E,Microsoft
